taxon,mean.difference (grp1 - grp2),se,effect.size (grp1 - grp2),p.val,q.val,diff.abn
taxon253,1.0440727404413412,0.14005756495507443,7.454597263462658,9.01427563530065e-14,3.7679672155556714e-11,TRUE
taxon254,-0.2850366425072296,0.13955636587520426,-2.042448158632322,0.04110709682382104,1,FALSE
taxon255,0.10759624167191512,0.09607321726622595,1.1199400283822911,0.26273931914657955,1,FALSE
taxon256,0.05736763623528318,0.14490892745701398,0.3958875221976977,0.6921880064955955,1,FALSE
taxon257,0.16331890240755437,0.10778439344734958,1.5152370133003739,0.12971239281711824,1,FALSE
taxon258,-0.9952041157311241,0,Inf,0,0,TRUE
taxon259,0.1683380470083442,0.12176613750975124,1.382470122244482,0.1668273982107524,1,FALSE
taxon260,-0.42466971210401505,0.16007876205971147,-2.6528797864241835,0.007980828874462807,1,FALSE
taxon261,0.14222938724707063,0.11561367398863902,1.2302125029003668,0.21861753911199994,1,FALSE
taxon262,0.04727920855674306,0.16285796475723405,0.2903094646136608,0.7715794987815551,1,FALSE
taxon263,-0.9604337085279329,0,Inf,0,0,TRUE
taxon264,-0.08128307974649918,0.13723201728608161,-0.5923040508619201,0.5536470037967542,1,FALSE
taxon265,-0.04918598296165555,0.14713217038909357,-0.3342979501463369,0.7381547371009933,1,FALSE
taxon266,0.007448030837190367,0.11953207226417704,0.06230989470950962,0.9503160489512269,1,FALSE
taxon267,0.1331481228295756,0.14268569662833508,0.9331567632626643,0.3507390348539974,1,FALSE
taxon268,-1.5391056659289792,0,Inf,0,0,TRUE
taxon269,-0.32778675507260124,0.13721158543511308,-2.3889145660197224,0.01689823139837361,1,FALSE
taxon270,-0.04831572091788511,0.12098038649774923,-0.39936821427483205,0.6896219111871233,1,FALSE
taxon271,0.2585119391344006,0.14951184892752392,1.7290398118192938,0.08380197002309289,1,FALSE
taxon272,0.29292524445769885,0.13296908346585565,2.202957535861465,0.02759774174542549,1,FALSE
taxon273,-1.061556399233376,0,Inf,0,0,TRUE
taxon274,1.2730203422243394,0.15687970122278808,8.11462752862142,4.872770711357414e-16,2.0368181573473993e-13,TRUE
taxon275,1.1869970132380743,0.13184440077768397,9.00301420641737,2.196039201692581e-19,9.179443863074989e-17,TRUE
taxon276,0.09382573238269803,0.11253955064786939,0.8337134086866408,0.40444250035441626,1,FALSE
taxon277,0.19275257306530807,0.1452625771869153,1.326925191594842,0.18453343015438417,1,FALSE
taxon278,-0.9590729753772577,0,Inf,0,0,TRUE
taxon279,-0.8439990925116846,0,Inf,0,0,TRUE
taxon280,-0.33008552134009084,0.1236756478493509,-2.6689613281198854,0.00760862100924719,1,FALSE
taxon281,-0.024622954544683218,0.09095398842528059,-0.27071879937306065,0.7866073167495503,1,FALSE
taxon282,0.21649658510239372,0.11087848711659448,1.9525571707587994,0.050872090342503756,1,FALSE
taxon283,-0.33821002849488646,0.13449503203955118,-2.514665585532025,0.011914533804653859,1,FALSE
taxon284,0.18949937609917844,0.12042587688111624,1.5735768840300925,0.11558530083161667,1,FALSE
taxon285,-0.863563038032456,0,Inf,0,0,TRUE
taxon286,0.013222614535262522,0.13652530945241723,0.09685101310736059,0.9228447117154398,1,FALSE
taxon287,-1.0201590241688678,0,Inf,0,0,TRUE
taxon288,0.03158373062587133,0.10472471950271935,0.3015881138268526,0.7629660701291355,1,FALSE
taxon289,-0.30962472716876477,0.13020513796374036,-2.377976261236245,0.01740794656378199,1,FALSE
taxon290,1.211755009112307,0.1346496994614108,8.999314621267189,2.2713114364230843e-19,9.494081804248492e-17,TRUE
taxon291,0.27123636849657573,0.15580725588111993,1.7408455528125568,0.08171065471378317,1,FALSE
taxon292,0.23753932003411887,0.10432434859244862,2.2769307763625264,0.022790359701990316,1,FALSE
taxon293,-0.27441634869299447,0.16931067729964366,-1.620785842155343,0.10506357588915112,1,FALSE
taxon294,0.4142887888872799,0.1320098138540724,3.1383181052375932,0.0016992036026325342,0.7102671059003993,FALSE
taxon295,0.15133712482377504,0.09110734176787244,1.6610859441971084,0.09669618699934392,1,FALSE
taxon296,-1.6688470413331264,0,Inf,0,0,TRUE
taxon297,0.1405288831993063,0.08520506493227521,1.6493019905683415,0.09908578206263513,1,FALSE
taxon298,0.224916146437742,0.12750993250656645,1.763910795154404,0.07774699907396075,1,FALSE
taxon299,0.2546562414895292,0.12929924994346625,1.9695105857216728,0.04889448819165517,1,FALSE
taxon300,-1.5995867973810243,0.1734247051168088,-9.22352323622886,2.874950124426587e-20,1.2017291520103133e-17,TRUE
taxon301,-0.30092554518562653,0.13942024999216246,-2.158406294656215,0.03089625675899466,1,FALSE
taxon302,-0.1910388593825041,0.14684841696262568,-1.3009255621129732,0.19328393543481245,1,FALSE
taxon303,0.26784571614227337,0.129385740966907,2.0701331857795697,0.038439873955812914,1,FALSE
taxon304,1.3219860420741798,0.15113512424528153,8.74704704598443,2.190084073602382e-18,9.154551427657956e-16,TRUE
taxon305,0.1108894321347606,0.11404739016659796,0.9723101245260914,0.33089628850689695,1,FALSE
taxon306,-1.2022467191768555,0.16133161355714914,-7.452021911074353,9.192045442868177e-14,3.8422749951188976e-11,TRUE
taxon307,-0.010483056489918985,0.14153622761092377,-0.07406624202770473,0.9409576764151655,1,FALSE
taxon308,0.02197264021259404,0.13665191463451618,0.1607927724347017,0.8722566179276176,1,FALSE
taxon309,0.26887343975823536,0.136223412799964,1.9737681961694797,0.04840810671939423,1,FALSE
taxon310,0.21359546628782933,0.10337019945555781,2.066315702328319,0.038798679708848136,1,FALSE
taxon311,0.02841830695891967,0.1224995442030747,0.23198704243183935,0.8165480779376216,1,FALSE
taxon312,0.04132865256902468,0.11424838202626401,0.3617438762460884,0.7175434358497241,1,FALSE
taxon313,-0.42192914527155534,0.13775702866518094,-3.0628502179518984,0.0021923976597483766,0.9164222217748215,FALSE
taxon314,-0.24039546324007333,0.13304208614572444,-1.8069129115786862,0.07077585904674692,1,FALSE
taxon315,0.1435799345940751,0.11213696929023426,1.280397851866852,0.20040524907745977,1,FALSE
taxon316,-0.0841007685916958,0.1277174296079305,-0.6584909268051353,0.5102227253304091,1,FALSE
taxon317,-0.06039311915948897,0.12034627839932405,-0.5018278916702105,0.6157885915909583,1,FALSE
taxon318,-0.8279453895960951,0,Inf,0,0,TRUE
taxon319,-2.221187696249712,0.1524545627939031,-14.56950618954214,4.390531741970605e-48,1.835242268143713e-45,TRUE
taxon320,-0.058341172545519404,0.1300055962567463,-0.4487589321178314,0.6536055671457419,1,FALSE
taxon321,0.07371592633792057,0.15208321810061093,0.4847078281125907,0.6278836128149914,1,FALSE
taxon322,0.13402858840680232,0.1157779717654338,1.157634620498831,0.24701317481359672,1,FALSE
taxon323,-0.1737970927739938,0.09065635406574035,-1.917097754096344,0.05522551391592052,1,FALSE
taxon324,-1.436432313364361,0.16669194661152115,-8.617286812973603,6.8559250273247905e-18,2.8657766614217624e-15,TRUE
taxon325,-0.21004205931496955,0.13573868004084438,-1.5474001902167234,0.12176677540807587,1,FALSE
taxon326,-0.40309416956610766,0.1433323152182207,-2.812304880113075,0.004918785617636677,1,FALSE
taxon327,-0.02363262575592029,0.11929150151896986,-0.19810820934433626,0.8429604020015302,1,FALSE
taxon328,-1.79058354906494,0,Inf,0,0,TRUE
taxon329,-0.6849065126299752,0,Inf,0,0,TRUE
taxon330,-0.7244252711140522,0.12180978124255852,-5.947184731179443,2.72793491996722e-9,1.140276796546298e-6,TRUE
taxon331,0.8550988927501622,0.15837480082410102,5.399210532866764,6.693478816851009e-8,2.7978741454437217e-5,TRUE
taxon332,-0.044974387492779766,0.10096689393548795,-0.4454369718604577,0.6560039987794404,1,FALSE
taxon333,-0.10153350009140855,0.13906446352673923,-0.7301182309014966,0.465317918512179,1,FALSE
taxon334,-0.21268531043575878,0.14141450204122785,-1.5039851455528424,0.13258519155664947,1,FALSE
taxon335,-0.8330200136366508,0,Inf,0,0,TRUE
taxon336,-0.027728513899607177,0.13353883273118375,-0.20764382414084157,0.8355070833454781,1,FALSE
taxon337,0.20193215813758786,0.11685321860548158,1.7280838349806074,0.08397319518383106,1,FALSE
taxon338,-0.15425084859615001,0.13640617191181648,-1.1308201559667674,0.25813079458686833,1,FALSE
taxon339,-0.009632656581672339,0.12771951951369512,-0.07542039477089833,0.9398802327415747,1,FALSE
taxon340,-0.33209812748966216,0.1636208220837251,-2.0296813282097244,0.042388942051757084,1,FALSE
taxon341,-0.29961595698365473,0.1492222046641548,-2.007851027653571,0.04465912451971742,1,FALSE
taxon342,0.03627403523585154,0.1145273688754298,0.3167280938349891,0.751449929660078,1,FALSE
taxon343,-0.04129168654069676,0.1076921142527239,-0.3834234923069342,0.7014057875061617,1,FALSE
taxon344,0.09613243776368346,0.09518032652098432,1.010003235726337,0.31249373980145034,1,FALSE
taxon345,-0.1568839330354479,0.14695197674091712,-1.0675864082593545,0.28570711731004317,1,FALSE
taxon346,0.9831979792894497,0.11012668125677867,8.92788167289778,4.34243760713623e-19,1.8151389197829441e-16,TRUE
taxon347,-0.06576444647364155,0.09040566439107253,-0.7274372343436449,0.4669581519805962,1,FALSE
taxon348,0.09545207118834581,0.14486629491949654,0.6588977183504925,0.5099614511334782,1,FALSE
taxon349,-0.01845306309741762,0.1210799438840067,-0.15240396142812437,0.8788683328095233,1,FALSE
taxon350,-1.9741247770729808,0,Inf,0,0,TRUE
taxon351,0.14476033766961366,0.10585893511751591,1.36748341090823,0.17147383351624673,1,FALSE
taxon352,-1.0119303549044838,0,Inf,0,0,TRUE
taxon353,0.08240553032420272,0.13662612120605913,0.6031462329221726,0.5464114123881372,1,FALSE
taxon354,0.2254185036099035,0.1395135612364884,1.61574617988425,0.10614920211737824,1,FALSE
taxon355,-0.2695909952638966,0.16384650368087228,-1.6453875377712386,0.0998899178810482,1,FALSE
taxon356,-0.027451336706708962,0.12600491942628914,-0.21785924574768334,0.827538781602069,1,FALSE
taxon357,-0.13845705002924524,0.13907995740958662,-0.9955212282780118,0.31948282491033975,1,FALSE
taxon358,-0.11383663885558504,0.11126149747353224,-1.0231449462799598,0.3062393184474489,1,FALSE
taxon359,-0.16727429117266457,0.1621850668269397,-1.031379117974871,0.30236306943278873,1,FALSE
taxon360,0.014921611911644206,0.11629418257434784,0.1283091860773405,0.8979042957580685,1,FALSE
taxon361,0.32411770716591637,0.12873942703164165,2.5176258325761736,0.011814875838584834,1,FALSE
taxon362,0.23996324925877482,0.10292620708904644,2.3314105906105236,0.01973171962152306,1,FALSE
taxon363,-0.24490456725995813,0.1459464883306126,-1.6780435765276913,0.09333859235987096,1,FALSE
taxon364,0.13583762441372027,0.10104812749486285,1.3442864086781428,0.17885578886904294,1,FALSE
taxon365,0.0207403344812237,0.14775142453500473,0.14037316084427987,0.8883651624140865,1,FALSE
taxon366,-0.04635267032361212,0.1257428752298098,-0.3686305903129478,0.712403091172755,1,FALSE
taxon367,-0.08319216411700797,0.10636178480325262,-0.7821621672755523,0.43411927532569733,1,FALSE
taxon368,-0.03597447261392683,0.15420990826134465,-0.23328249798942685,0.8155420483038527,1,FALSE
taxon369,-1.8240625461028588,0,Inf,0,0,TRUE
taxon370,0.04902048249758473,0.12471475315151061,0.39306081485028355,0.6942745648415745,1,FALSE
taxon371,0.12347427585087495,0.1139267230647458,1.0838043307951828,0.27845156461101095,1,FALSE
taxon372,0.18778887878415318,0.10854858354939095,1.7299984269136677,0.08363055628343043,1,FALSE
taxon373,-5.328830340399274,0,Inf,0,0,TRUE
taxon374,0.013101419727357677,0.11653159947833899,0.11242804343205623,0.9104840208392453,1,FALSE
taxon375,0.08152248358478847,0.1306600945004321,0.6239279398693446,0.5326749103216277,1,FALSE
taxon376,-0.09172669444253795,0.11030338850571766,-0.8315854633766144,0.4056429700807363,1,FALSE
taxon377,-0.9269088450601969,0,Inf,0,0,TRUE
taxon378,-0.2618823299610793,0.13742311832411364,-1.905664295460299,0.05669377448472452,1,FALSE
taxon379,-0.8737743749121558,0,Inf,0,0,TRUE
taxon380,0.019168122614071026,0.10367611867257749,0.1848846471057276,0.8533195132261415,1,FALSE
taxon381,1.1102711291381842,0.154111911233481,7.2043174356335955,5.83353232047466e-13,2.438416509958408e-10,TRUE
taxon382,-0.9875244219009524,0,Inf,0,0,TRUE
taxon383,-0.26773977018123774,0.13043818549130506,-2.0526180211168694,0.040109638372781045,1,FALSE
taxon384,-0.3443733142115444,0.16508548675923254,-2.0860302196872857,0.036975885760012504,1,FALSE
taxon385,-0.005480636362000246,0.13827818907131004,-0.03963485780952687,0.9683842367502262,1,FALSE
taxon386,0.3863125595283295,0.1197405858018785,3.226245779083778,0.001254256001414927,0.5242790085914395,FALSE
taxon387,0.07048946525496858,0.14683776171704427,0.4800499846272614,0.6311918511369999,1,FALSE
taxon388,0.14212047116540227,0.12246188439123544,1.1605282073837973,0.24583381616294017,1,FALSE
taxon389,0.03719767300999216,0.1399731553319533,0.2657486210250532,0.7904328151320366,1,FALSE
taxon390,-0.289460153407473,0.1615194371572421,-1.7921072441930213,0.0731157887065673,1,FALSE
taxon391,-0.1420152326712405,0.12241234238870471,-1.1601381845981618,0.2459925497507915,1,FALSE
taxon392,0.2045039406115829,0.1166301210116924,1.7534401819842145,0.07952647884580805,1,FALSE
taxon393,-0.30918631172435385,0.16700041180794856,-1.8514104748431393,0.06411052327538469,1,FALSE
taxon394,0.13095461599013397,0.1187296152880895,1.102965049388742,0.27004234334023475,1,FALSE
taxon395,-0.08063356246431747,0.11626547285504862,-0.6935297340152355,0.4879771726083608,1,FALSE
taxon396,-0.06833209284003572,0.11054367711347142,-0.6181456472620669,0.5364793346673337,1,FALSE
taxon397,-0.197378197432878,0.1522898052352091,-1.2960696688004203,0.19495148358830097,1,FALSE
taxon398,0.2964852066268069,0.11030590761675556,2.687845220918798,0.007191472234705684,1,FALSE
taxon399,-0.22167294527111114,0.12228946835974545,-1.8126903996262704,0.06987958603335138,1,FALSE
taxon400,0.09262042057508924,0.10914238245774603,0.8486201097080395,0.39609271338273994,1,FALSE
taxon401,-0.01169367332083393,0.12032165690164268,-0.09718677104316276,0.9225780734893466,1,FALSE
taxon402,0.017724722889461197,0.10512158683818955,0.16861163746266808,0.8661021262584073,1,FALSE
taxon403,-0.26016563288728145,0.1708342393907798,-1.522912700727153,0.12778054782040904,1,FALSE
taxon404,-0.17941533723473702,0.14585768156439677,-1.2300712263517257,0.21867043382822618,1,FALSE
taxon405,-0.31139927432348236,0.16346678370221676,-1.9049697270042971,0.05678400637990534,1,FALSE
taxon406,-1.8078709593666824,0,Inf,0,0,TRUE
taxon407,0.18833062800353884,0.13187626871210245,1.4280858098486335,0.15326716133886403,1,FALSE
taxon408,-0.23089590744957378,0.13646308683074257,-1.6920026712861758,0.09064546429815365,1,FALSE
taxon409,-0.03888068931562261,0.132503922875531,-0.2934304771651599,0.7691931327474151,1,FALSE
taxon410,-0.7765254070453023,0.15820254646542753,-4.908425460869548,9.181051081871843e-7,3.8376793522224305e-4,TRUE
taxon411,1.6520785193972105,0.1620052932974797,10.197682345870064,2.030602675706162e-24,8.487919184451758e-22,TRUE
taxon412,-0.009802689914581497,0.11625150604131301,-0.08432312189657014,0.9327995292533398,1,FALSE
taxon413,-1.7125075148271636,0,Inf,0,0,TRUE
taxon414,-0.39340812533016045,0.14147293037823672,-2.780801417475126,0.005422489549612264,1,FALSE
taxon415,-0.12975578960749812,0.14745893131668644,-0.8799452732288652,0.37888895728850125,1,FALSE
taxon416,0.0048870757322683755,0.0915906784957704,0.05335778501186731,0.9574468399496996,1,FALSE
taxon417,-0.8971963756984034,0,Inf,0,0,TRUE
taxon418,0.06639422818195312,0.1366400797094783,0.4859059532394839,0.6270338473122706,1,FALSE
taxon419,-1.744601579369085,0,Inf,0,0,TRUE
taxon420,-0.10625876322583383,0.1316907236983992,-0.8068811548882503,0.4197349570863667,1,FALSE
taxon421,-0.8426094160517102,0,Inf,0,0,TRUE
taxon422,0.12483628168050481,0.12217653685185474,1.0217696858757352,0.3068899200950011,1,FALSE
taxon423,1.6516312008978027,0.14202546930326737,11.629119826184628,2.9310413815711507e-31,1.225175297496741e-28,TRUE
taxon424,-1.047190031376079,0,Inf,0,0,TRUE
taxon425,-0.008388821507099742,0.11472078134318246,-0.07312381775020281,0.9417075885681065,1,FALSE
taxon426,0.37984147739858837,0.14162445791323539,2.682033054144461,0.0073176229089255435,1,FALSE
taxon427,0.22124627434272964,0.12642835049148718,1.7499735896469428,0.0801228710618506,1,FALSE
taxon428,-0.35347232599498524,0.1760925846818499,-2.0073095447693663,0.044716713477226396,1,FALSE
taxon429,-0.14527993270565176,0.15360930207751872,-0.9457756186688254,0.3442630437470343,1,FALSE
taxon430,-0.23754570090685379,0.14598335865263556,-1.6272108211463263,0.1036923302753229,1,FALSE
taxon431,-0.28549657758399993,0.16918033653728506,-1.6875281337502266,0.09150184491124164,1,FALSE
taxon432,0.015586817977799705,0.13449408254047823,0.11589222130355507,0.907737960655712,1,FALSE
taxon433,1.1597834927735917,0.1751110244045707,6.623132362552266,3.516658545902299e-11,1.469963272187161e-8,TRUE
taxon434,0.17880578251594548,0.14661053220048512,1.2195971178348524,0.22261763954745703,1,FALSE
taxon435,0.13416520119353859,0.13350594910423513,1.0049379978474873,0.3149267061765542,1,FALSE
taxon436,-0.5214195580731807,0.1282257202949618,-4.066419411594977,4.774098378485601e-5,0.01995573122206981,TRUE
taxon437,-0.4212662858754288,0.13091487820297176,-3.217864093508862,0.001291489967763293,0.5398428065250565,FALSE
taxon438,0.1978795017179607,0.12013315564490358,1.6471680998946219,0.09952349871593211,1,FALSE
taxon439,0.2073476265023827,0.10473292333356622,1.9797750306462527,0.04772881328401467,1,FALSE
taxon440,-0.36159843108048273,0.16742077158953628,-2.159818209218446,0.03078674543042462,1,FALSE
taxon441,0.17668732893710626,0.12332686665776778,1.4326750830977797,0.15195071342843813,1,FALSE
taxon442,-0.005997890662496397,0.10038925111789969,-0.05974634331570341,0.9523576610070397,1,FALSE
taxon443,0.3325216339632809,0.1421183266247985,2.3397519648620637,0.019296550443578663,1,FALSE
taxon444,-0.19298340928293845,0.12325977257436155,-1.565664168060291,0.11742725904077034,1,FALSE
taxon445,0.11098986596163407,0.09490970830540015,1.16942584634747,0.24223210143443663,1,FALSE
taxon446,-0.025469477556105957,0.1612779473006843,-0.1579228777547685,0.8745175704326389,1,FALSE
taxon447,-0.8039969401917156,0,Inf,0,0,TRUE
taxon448,-0.26548052626651186,0.1582169534538535,-1.6779524600310516,0.09335638008898484,1,FALSE
taxon449,-0.03271936248960028,0.12016160478758875,-0.27229465308355966,0.7853954671778836,1,FALSE
taxon450,-0.1521644242907747,0.10606448280811683,-1.434640704052252,0.15138950923464714,1,FALSE
taxon451,-0.2922233771247389,0.15694622558146304,-1.8619331305489737,0.0626125164142341,1,FALSE
taxon452,0.004435885183825872,0.1186801206476834,0.03737681727670589,0.9701845568850869,1,FALSE
taxon453,0.2269472886112402,0.1060927524678926,2.1391403590921296,0.032424302649061286,1,FALSE
taxon454,0.07456183600177535,0.12948728665576575,0.5758236034398772,0.5647344177558837,1,FALSE
taxon455,0.10962455114656483,0.11575260433273273,0.9470590469951526,0.3436086914331554,1,FALSE
taxon456,-0.13681610338667272,0.10441455314574616,-1.3103164191652397,0.1900888152204804,1,FALSE
taxon457,-0.0010818875185056864,0.13410253562652513,-0.008067614183811838,0.9935630450266676,1,FALSE
taxon458,-0.9465388139190094,0.17850493623940064,-5.302591815441818,1.1417001161175557e-7,4.772306485371383e-5,TRUE
taxon459,-1.7471176068749947,0,Inf,0,0,TRUE
taxon460,-0.16147430505481442,0.1064208736031838,-1.5173179808400257,0.12918642060349508,1,FALSE
taxon461,-0.05678129245415209,0.1169979976422598,-0.4853184977384829,0.6274504360604483,1,FALSE
taxon462,-0.8740914696797386,0,Inf,0,0,TRUE
taxon463,-1.094346492564132,0,Inf,0,0,TRUE
taxon464,0.23175060746488346,0.1281337110949489,1.8086622597947934,0.07050348957170481,1,FALSE
taxon465,-0.023850081748545138,0.09642971478516277,-0.24733124848166457,0.8046518770690949,1,FALSE
taxon466,-1.8282375513888072,0.14653495986535933,-12.47645990464423,1.003499347080383e-35,4.194627270796001e-33,TRUE
taxon467,-0.5833553643987435,0.12412282023681641,-4.699823636666877,2.603862646478024e-6,0.001088414586227814,TRUE
taxon468,0.290625701686398,0.12056608416983775,2.4105095864024455,0.01593025266919069,1,FALSE
taxon469,-0.7603041396243815,0,Inf,0,0,TRUE
taxon470,-0.09357544176946986,0.12437465497076895,-0.7523674481063874,0.4518301167116743,1,FALSE
taxon471,-0.841058428255131,0,Inf,0,0,TRUE
taxon472,-1.2063158628058495,0.16612200175365402,-7.2616260945056625,3.824642265703819e-13,1.5987004670641964e-10,TRUE
taxon473,-1.8283626912465025,0,Inf,0,0,TRUE
taxon474,-0.8173143277199149,0,Inf,0,0,TRUE
taxon475,0.08245800488844024,0.12847982014609338,0.6417973250170953,0.5210047867251644,1,FALSE
taxon476,0.018096917311613114,0.0896110535876256,0.20194960986500576,0.8399561179301668,1,FALSE
taxon477,-0.1786233566212576,0.13956554223735138,-1.2798528473273352,0.20059689362166636,1,FALSE
taxon478,0.15135333896078162,0.14536751666819256,1.0411771655028816,0.29779333138498515,1,FALSE
taxon479,0.2613813549812958,0.12778978536470828,2.0454010016162174,0.0408153402901182,1,FALSE
taxon480,-0.20729428106567083,0.12655271648128982,-1.6380073603265422,0.1014201583918799,1,FALSE
taxon481,-0.17571101740089445,0.11686066789676952,-1.5035941567278326,0.13268589660962696,1,FALSE
taxon482,0.08811081049927516,0.10446253412075489,0.8434680552304261,0.3989667243425958,1,FALSE
taxon483,-0.1321568960870041,0.13666065719489617,-0.9670442013060927,0.33352193765200605,1,FALSE
taxon484,-2.2611431336109433,0.2054149539146233,-11.007685129636391,3.509039718687066e-28,1.4667786024111936e-25,TRUE
taxon485,-0.01765603705997848,0.1045736538731187,-0.16883829153948185,0.8659238383773897,1,FALSE
taxon486,-0.010376462821705068,0.10418492187675285,-0.09959658878450822,0.9206646021167123,1,FALSE
taxon487,-0.9163751805285222,0,Inf,0,0,TRUE
taxon488,-0.2951155509454795,0.09689557602191302,-3.045707173243274,0.002321337928964098,0.970319254306993,FALSE
taxon489,-0.9005039638182593,0.11388767247076768,-7.906948524647368,2.6377462881182285e-15,1.1025779484334194e-12,TRUE
taxon490,0.2970675437017087,0.11382330427100004,2.609900895113934,0.009056845654230379,1,FALSE
taxon491,0.2511794573057743,0.10695696855561741,2.3484160097073197,0.01885345074383561,1,FALSE
taxon492,-5.338092887318192,0,Inf,0,0,TRUE
taxon493,-0.8680140844532734,0,Inf,0,0,TRUE
taxon494,0.10404388071618531,0.11894826270492492,0.8746986156013651,0.38173791359112236,1,FALSE
taxon495,0.2748737679296966,0.12394818479875043,2.217650612439366,0.02657866410006146,1,FALSE
taxon496,0.4240150704759404,0.1018755447420685,4.162088865875262,3.15349574007721e-5,0.013181612193522737,TRUE
taxon497,0.13980596892840602,0.12992178131127632,1.0760779872117703,0.28189237954171537,1,FALSE
taxon498,0.253277307562822,0.1297780522567411,1.9516189614385737,0.05098346033472281,1,FALSE
taxon499,-0.46371944411210975,0.12175205905646404,-3.808719521507674,1.3968829947040101e-4,0.058389709178627625,FALSE
taxon500,0.11729419536817776,0.1391136661722944,0.8431536497852562,0.3991425170371295,1,FALSE
